File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF825CZR	tsv	gene quantifications	ENCSR828TEI	RNA-seq	CL:0002372	myotube	in vitro differentiated cells	Homo sapiens					RNA	rRNA	see document	see document		True	2014-11-20	ENCODE				1							ENCFF518DLJ, ENCFF940AZB	9922540	ENCODE Processing Pipeline	02c2d88d89e06a6b98bbf206a3969c80		https://www.encodeproject.org/files/ENCFF825CZR/@@download/ENCFF825CZR.tsv	GRCh38			released			missing RIN, biological replicates with identical biosample, inconsistent assay_term_name		
ENCFF961UGN	tsv	gene quantifications	ENCSR000CWG	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour		polyadenylated mRNA		see document	see document		False	2011-09-08	ENCODE				1							ENCFF044XOP, ENCFF940AZB	10140849	ENCODE Processing Pipeline	de7c03c80efe7f76195b89b1e426e2b9		https://www.encodeproject.org/files/ENCFF961UGN/@@download/ENCFF961UGN.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF533CXZ	tsv	gene quantifications	ENCSR000CWG	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon gamma		6.0 hour		polyadenylated mRNA		see document	see document		False	2011-09-08	ENCODE				1							ENCFF086HHQ, ENCFF826ONU	9745742	ENCODE Processing Pipeline	4b852fca92915a6c9d362b535cb1dd2f		https://www.encodeproject.org/files/ENCFF533CXZ/@@download/ENCFF533CXZ.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF853JHY	tsv	gene quantifications	ENCSR000CTM	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				3							ENCFF208MUX, ENCFF940AZB	9834689	ENCODE Processing Pipeline	11b85c1a6addbebd62132c1f99864ab1		https://www.encodeproject.org/files/ENCFF853JHY/@@download/ENCFF853JHY.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF919JBU	tsv	gene quantifications	ENCSR000CTM	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				4							ENCFF819LQD, ENCFF940AZB	9782805	ENCODE Processing Pipeline	6e80e348627d501618e0beca0890b84d		https://www.encodeproject.org/files/ENCFF919JBU/@@download/ENCFF919JBU.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF577LFK	tsv	gene quantifications	ENCSR000CTM	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				4							ENCFF279DAC, ENCFF826ONU	9442867	ENCODE Processing Pipeline	8ea011bbc4e0eacdd13a699103267f38		https://www.encodeproject.org/files/ENCFF577LFK/@@download/ENCFF577LFK.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF492OGP	tsv	gene quantifications	ENCSR000CTM	RNA-seq	EFO:0001086	A549	cell line	Homo sapiens					polyadenylated mRNA	rRNA	see document	see document		True	2012-06-21	ENCODE				3							ENCFF407UDJ, ENCFF826ONU	9492771	ENCODE Processing Pipeline	062398b4555279c4d68881c191d92083		https://www.encodeproject.org/files/ENCFF492OGP/@@download/ENCFF492OGP.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF118NJR	tsv	gene quantifications	ENCSR000CQZ	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2010-11-17	ENCODE				3							ENCFF000JVA, ENCFF426MTM	1487717	ENCODE Processing Pipeline	fe29267c66689f874a762c536d37bb6d		https://www.encodeproject.org/files/ENCFF118NJR/@@download/ENCFF118NJR.tsv	GRCh38			released		low read depth, low replicate concordance	missing RIN	insufficient read length	
ENCFF472BFD	tsv	gene quantifications	ENCSR000CQZ	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2010-11-17	ENCODE				4							ENCFF000JVB, ENCFF426MTM	1489954	ENCODE Processing Pipeline	c0ca3e349bb08cc628ffd0a24d0b471c		https://www.encodeproject.org/files/ENCFF472BFD/@@download/ENCFF472BFD.tsv	GRCh38			released		low read depth, low replicate concordance	missing RIN	insufficient read length	
ENCFF416NSB	tsv	gene quantifications	ENCSR000CQZ	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2010-11-17	ENCODE				3							ENCFF000JVA, ENCFF982OYH	1398116	ENCODE Processing Pipeline	3cb09ad593098496fd610c5ae417dcc8		https://www.encodeproject.org/files/ENCFF416NSB/@@download/ENCFF416NSB.tsv	hg19			released		low read depth, low replicate concordance	missing RIN	insufficient read length	
ENCFF362APA	tsv	gene quantifications	ENCSR000CQZ	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2010-11-17	ENCODE				4							ENCFF000JVB, ENCFF982OYH	1400351	ENCODE Processing Pipeline	43178f5f03a1e6f0b82e1091bcc9d93b		https://www.encodeproject.org/files/ENCFF362APA/@@download/ENCFF362APA.tsv	hg19			released		low read depth, low replicate concordance	missing RIN	insufficient read length	
ENCFF133KZA	tsv	gene quantifications	ENCSR227FNZ	RNA-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-23	ENCODE				1							ENCFF059WHB, ENCFF426MTM	1484834	ENCODE Processing Pipeline	20c8e73ff3ec1e3ce6229dadd5f9979e		https://www.encodeproject.org/files/ENCFF133KZA/@@download/ENCFF133KZA.tsv	GRCh38			released					
ENCFF747AOM	tsv	gene quantifications	ENCSR227FNZ	RNA-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-05-23	ENCODE				1							ENCFF048QLB, ENCFF059WHB	1408773	ENCODE Processing Pipeline	3184dfa0d696ff25e3d874f70c0173e7		https://www.encodeproject.org/files/ENCFF747AOM/@@download/ENCFF747AOM.tsv	hg19			released					
ENCFF229QGJ	tsv	gene quantifications	ENCSR371VGV	RNA-seq	CL:0002366	myometrial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				1							ENCFF527CTW, ENCFF826ONU	9512897	ENCODE Processing Pipeline	a732b1b55768f208196d0c4e702e738c		https://www.encodeproject.org/files/ENCFF229QGJ/@@download/ENCFF229QGJ.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF579ZGU	tsv	gene quantifications	ENCSR371VGV	RNA-seq	CL:0002366	myometrial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				2							ENCFF207RZM, ENCFF826ONU	9524275	ENCODE Processing Pipeline	5a237f57905d19649808d94f3b5d5005		https://www.encodeproject.org/files/ENCFF579ZGU/@@download/ENCFF579ZGU.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF514JDA	tsv	gene quantifications	ENCSR371VGV	RNA-seq	CL:0002366	myometrial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				1							ENCFF924CZU, ENCFF940AZB	9871702	ENCODE Processing Pipeline	eddda42dcd09ace5bdd4776e69accc7a		https://www.encodeproject.org/files/ENCFF514JDA/@@download/ENCFF514JDA.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF806PSP	tsv	gene quantifications	ENCSR371VGV	RNA-seq	CL:0002366	myometrial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2015-05-18	ENCODE				2							ENCFF562GHQ, ENCFF940AZB	9883436	ENCODE Processing Pipeline	e638dc6cb649225f1783c018c1e4cd42		https://www.encodeproject.org/files/ENCFF806PSP/@@download/ENCFF806PSP.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF777IQQ	tsv	gene quantifications	ENCSR470JHE	RNA-seq	UBERON:0002037	cerebellum	tissue	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF196AHF, ENCFF940AZB	9940263	ENCODE Processing Pipeline	483c9f9eb75488dc8d12d30138d75a70		https://www.encodeproject.org/files/ENCFF777IQQ/@@download/ENCFF777IQQ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF761MSD	tsv	gene quantifications	ENCSR470JHE	RNA-seq	UBERON:0002037	cerebellum	tissue	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF013GDS, ENCFF826ONU	9586744	ENCODE Processing Pipeline	e9193640376f634b9c92b4ce27227cd8		https://www.encodeproject.org/files/ENCFF761MSD/@@download/ENCFF761MSD.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF376IZT	tsv	gene quantifications	ENCSR000CPZ	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				3							ENCFF654BSO, ENCFF940AZB	9861411	ENCODE Processing Pipeline	6129fd718465da82076104fefd7f2c95		https://www.encodeproject.org/files/ENCFF376IZT/@@download/ENCFF376IZT.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF486QJY	tsv	gene quantifications	ENCSR000CPZ	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				4							ENCFF168OHK, ENCFF940AZB	9899405	ENCODE Processing Pipeline	6ea112b16bb8d90a4635f86bdfa73966		https://www.encodeproject.org/files/ENCFF486QJY/@@download/ENCFF486QJY.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF558HFV	tsv	gene quantifications	ENCSR000CPZ	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				4							ENCFF550FNA, ENCFF826ONU	9528958	ENCODE Processing Pipeline	cbf91ef6a679865758a639687a5af1a7		https://www.encodeproject.org/files/ENCFF558HFV/@@download/ENCFF558HFV.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF822XFB	tsv	gene quantifications	ENCSR000CPZ	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	see document	see document		True	2011-10-17	ENCODE				3							ENCFF717KHX, ENCFF826ONU	9493754	ENCODE Processing Pipeline	c17ad2e553b7cab6a50a11331067582a		https://www.encodeproject.org/files/ENCFF822XFB/@@download/ENCFF822XFB.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF774PTF	tsv	gene quantifications	ENCSR029FTY	RNA-seq	UBERON:0018115	left renal pelvis	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF195EMO, ENCFF940AZB	10179756	ENCODE Processing Pipeline	fe093af91b326f4a761dcc4ec646edc8		https://www.encodeproject.org/files/ENCFF774PTF/@@download/ENCFF774PTF.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF569YER	tsv	gene quantifications	ENCSR029FTY	RNA-seq	UBERON:0018115	left renal pelvis	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF214LMF, ENCFF826ONU	9803220	ENCODE Processing Pipeline	bae87d341e83247f8ed018cc77aa122a		https://www.encodeproject.org/files/ENCFF569YER/@@download/ENCFF569YER.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF759FWZ	tsv	gene quantifications	ENCSR460YCS	RNA-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF764DRY, ENCFF940AZB	9822642	ENCODE Processing Pipeline	ee24ad420693fa2083e8d989500407b8		https://www.encodeproject.org/files/ENCFF759FWZ/@@download/ENCFF759FWZ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF367SVD	tsv	gene quantifications	ENCSR460YCS	RNA-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF412XQD, ENCFF826ONU	9479107	ENCODE Processing Pipeline	98e2115cbafd4864e56832ba5a37faaa		https://www.encodeproject.org/files/ENCFF367SVD/@@download/ENCFF367SVD.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF153QRP	tsv	gene quantifications	ENCSR051GPK	RNA-seq	NTR:0000427	neurosphere	primary cell	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF396EPY, ENCFF940AZB	9941908	ENCODE Processing Pipeline	b821916d1aa34c05b6d83085ef35307f		https://www.encodeproject.org/files/ENCFF153QRP/@@download/ENCFF153QRP.tsv	GRCh38			released			missing RIN, NTR biosample, inconsistent assay_term_name		
ENCFF504NXH	tsv	gene quantifications	ENCSR051GPK	RNA-seq	NTR:0000427	neurosphere	primary cell	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF826ONU, ENCFF930AJN	9590323	ENCODE Processing Pipeline	aca168fddf352a663c9be8c73cc1b56f		https://www.encodeproject.org/files/ENCFF504NXH/@@download/ENCFF504NXH.tsv	hg19			released			missing RIN, NTR biosample, inconsistent assay_term_name		
ENCFF550CHR	tsv	gene quantifications	ENCSR249CKG	RNA-seq	UBERON:0003124	chorion	tissue	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF089KMP, ENCFF940AZB	9960042	ENCODE Processing Pipeline	cf78d37a722681dc7980a875eb2b0e57		https://www.encodeproject.org/files/ENCFF550CHR/@@download/ENCFF550CHR.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF317AEQ	tsv	gene quantifications	ENCSR249CKG	RNA-seq	UBERON:0003124	chorion	tissue	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF627DAO, ENCFF826ONU	9601741	ENCODE Processing Pipeline	63795c26314283da1cdf0b4ef2f8809e		https://www.encodeproject.org/files/ENCFF317AEQ/@@download/ENCFF317AEQ.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF187DQQ	tsv	gene quantifications	ENCSR321PGV	RNA-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF055RMN, ENCFF940AZB	9819052	ENCODE Processing Pipeline	92a05f81a85d406f51a9f5a7302bee85		https://www.encodeproject.org/files/ENCFF187DQQ/@@download/ENCFF187DQQ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF981QFQ	tsv	gene quantifications	ENCSR321PGV	RNA-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1							ENCFF643IPB, ENCFF826ONU	9476461	ENCODE Processing Pipeline	007d01061b5e7d4722e56bbe3a244176		https://www.encodeproject.org/files/ENCFF981QFQ/@@download/ENCFF981QFQ.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF113VWX	tsv	gene quantifications	ENCSR643QIZ	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				1							ENCFF862PRO, ENCFF940AZB	10092073	ENCODE Processing Pipeline	6126429daa3641e649fba01d13746c7a		https://www.encodeproject.org/files/ENCFF113VWX/@@download/ENCFF113VWX.tsv	GRCh38			released		low read depth, missing spikeins	missing RIN	missing spikeins, insufficient read depth	
ENCFF235XMZ	tsv	gene quantifications	ENCSR643QIZ	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				2							ENCFF930XCR, ENCFF940AZB	10105556	ENCODE Processing Pipeline	36c99b7358224168b8b773df8ac07bc2		https://www.encodeproject.org/files/ENCFF235XMZ/@@download/ENCFF235XMZ.tsv	GRCh38			released		low read depth, missing spikeins	missing RIN	missing spikeins, insufficient read depth	
ENCFF737ZEE	tsv	gene quantifications	ENCSR643QIZ	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				1							ENCFF356ITG, ENCFF826ONU	9723740	ENCODE Processing Pipeline	48f364aadc83a734a9b24ecd77e1afc2		https://www.encodeproject.org/files/ENCFF737ZEE/@@download/ENCFF737ZEE.tsv	hg19			released		low read depth, missing spikeins	missing RIN	missing spikeins, insufficient read depth	
ENCFF101HST	tsv	gene quantifications	ENCSR643QIZ	RNA-seq	EFO:0003042	H1-hESC	cell line	Homo sapiens					polyadenylated mRNA		see document	see document		True	2011-02-08	ENCODE				2							ENCFF782HYB, ENCFF826ONU	9736705	ENCODE Processing Pipeline	6b6f6737f6ea596bb3190cf8a3ae19fe		https://www.encodeproject.org/files/ENCFF101HST/@@download/ENCFF101HST.tsv	hg19			released		low read depth, missing spikeins	missing RIN	missing spikeins, insufficient read depth	
ENCFF237HIP	tsv	gene quantifications	ENCSR175CNQ	RNA-seq	UBERON:0002370	thymus	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF225XQB, ENCFF940AZB	10224517	ENCODE Processing Pipeline	d1320d14a224905a37ac6d9c90158989		https://www.encodeproject.org/files/ENCFF237HIP/@@download/ENCFF237HIP.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF599ZLI	tsv	gene quantifications	ENCSR175CNQ	RNA-seq	UBERON:0002370	thymus	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF366AER, ENCFF826ONU	9846047	ENCODE Processing Pipeline	f085963df552d48efeec19c88539d3bf		https://www.encodeproject.org/files/ENCFF599ZLI/@@download/ENCFF599ZLI.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF802ADF	tsv	gene quantifications	ENCSR598KJX	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF762WAL, ENCFF940AZB	9831052	ENCODE Processing Pipeline	763711d1098b2a8bf77f269dfb3ec031		https://www.encodeproject.org/files/ENCFF802ADF/@@download/ENCFF802ADF.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF968BBT	tsv	gene quantifications	ENCSR598KJX	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					polyadenylated mRNA		see document			True	2013-07-31	Roadmap				1							ENCFF359JTP, ENCFF826ONU	9486407	ENCODE Processing Pipeline	f7c61fc0a6c74ed1585189ad599cfa8f		https://www.encodeproject.org/files/ENCFF968BBT/@@download/ENCFF968BBT.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF155IHS	tsv	gene quantifications	ENCSR000AAF	RNA-seq	CL:2000018	endothelial cell of coronary artery	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF673RDG, ENCFF826ONU	9613288	ENCODE Processing Pipeline	8f58f9cd0a4a09e497a5bcf9e886781a		https://www.encodeproject.org/files/ENCFF155IHS/@@download/ENCFF155IHS.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF625NHV	tsv	gene quantifications	ENCSR000AAF	RNA-seq	CL:2000018	endothelial cell of coronary artery	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF420FRZ, ENCFF826ONU	9597579	ENCODE Processing Pipeline	85cdc11262d5c6911db7690ae9c4666c		https://www.encodeproject.org/files/ENCFF625NHV/@@download/ENCFF625NHV.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF378BDR	tsv	gene quantifications	ENCSR000AAF	RNA-seq	CL:2000018	endothelial cell of coronary artery	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF909NZT, ENCFF940AZB	9968073	ENCODE Processing Pipeline	a77ba739e0fc7d25f230c9daf5f18eff		https://www.encodeproject.org/files/ENCFF378BDR/@@download/ENCFF378BDR.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF233LYV	tsv	gene quantifications	ENCSR000AAF	RNA-seq	CL:2000018	endothelial cell of coronary artery	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF260OME, ENCFF940AZB	9988078	ENCODE Processing Pipeline	eb4242e1546a40230162f9340c521a2c		https://www.encodeproject.org/files/ENCFF233LYV/@@download/ENCFF233LYV.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF217TKV	tsv	gene quantifications	ENCSR740OPV	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF837UEH, ENCFF940AZB	10184884	ENCODE Processing Pipeline	1d810ae6f4c13a40881fae8b3898a637		https://www.encodeproject.org/files/ENCFF217TKV/@@download/ENCFF217TKV.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF578WOY	tsv	gene quantifications	ENCSR740OPV	RNA-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF130MLJ, ENCFF826ONU	9788640	ENCODE Processing Pipeline	dbe60e97af6be8b5ef9a4e48e7e4df3e		https://www.encodeproject.org/files/ENCFF578WOY/@@download/ENCFF578WOY.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF961TGO	tsv	gene quantifications	ENCSR000CUP	RNA-seq	CL:0002577	placental epithelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF826ONU, ENCFF991CIX	9588627	ENCODE Processing Pipeline	d7697620be305cf8a7f551481d5c204f		https://www.encodeproject.org/files/ENCFF961TGO/@@download/ENCFF961TGO.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF761BVV	tsv	gene quantifications	ENCSR000CUP	RNA-seq	CL:0002577	placental epithelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF826ONU, ENCFF985FID	9541426	ENCODE Processing Pipeline	2474ec14752b7193460fa41bb0e29506		https://www.encodeproject.org/files/ENCFF761BVV/@@download/ENCFF761BVV.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF756RKP	tsv	gene quantifications	ENCSR000CUP	RNA-seq	CL:0002577	placental epithelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				1							ENCFF903BHW, ENCFF940AZB	9886639	ENCODE Processing Pipeline	2e7f553532e487b44edcddaa9612f3fc		https://www.encodeproject.org/files/ENCFF756RKP/@@download/ENCFF756RKP.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF747XTG	tsv	gene quantifications	ENCSR000CUP	RNA-seq	CL:0002577	placental epithelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2012-06-21	ENCODE				2							ENCFF914ANJ, ENCFF940AZB	9937526	ENCODE Processing Pipeline	ebda3780cd875c386c71a623218d4585		https://www.encodeproject.org/files/ENCFF747XTG/@@download/ENCFF747XTG.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF066QDJ	tsv	gene quantifications	ENCSR499NEL	RNA-seq	UBERON:0002168	left lung	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF361CAW, ENCFF940AZB	10176272	ENCODE Processing Pipeline	657fc7d76566a7e1394866d1171243d6		https://www.encodeproject.org/files/ENCFF066QDJ/@@download/ENCFF066QDJ.tsv	GRCh38			released			missing RIN	insufficient read length	
ENCFF378TSM	tsv	gene quantifications	ENCSR499NEL	RNA-seq	UBERON:0002168	left lung	tissue	Homo sapiens					polyadenylated mRNA		see document			False	2013-07-31	Roadmap				1							ENCFF184MAH, ENCFF826ONU	9782132	ENCODE Processing Pipeline	84f385efc7328dd5f1fc6acd19f17ee3		https://www.encodeproject.org/files/ENCFF378TSM/@@download/ENCFF378TSM.tsv	hg19			released			missing RIN	insufficient read length	
ENCFF583EEW	tsv	gene quantifications	ENCSR000AAE	RNA-seq	CL:0002598	bronchial smooth muscle cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF315XLQ, ENCFF826ONU	9615384	ENCODE Processing Pipeline	97d15b164d3804e49062d51bba3a49f0		https://www.encodeproject.org/files/ENCFF583EEW/@@download/ENCFF583EEW.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF563PIQ	tsv	gene quantifications	ENCSR000AAE	RNA-seq	CL:0002598	bronchial smooth muscle cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF176VMN, ENCFF826ONU	9621796	ENCODE Processing Pipeline	be5204d0e4089abf0b6d9d17dd9e42c2		https://www.encodeproject.org/files/ENCFF563PIQ/@@download/ENCFF563PIQ.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF859RGD	tsv	gene quantifications	ENCSR000AAE	RNA-seq	CL:0002598	bronchial smooth muscle cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF493EKR, ENCFF940AZB	9969980	ENCODE Processing Pipeline	f99fbdfbd0e6a09442b9e6cfd944b5c1		https://www.encodeproject.org/files/ENCFF859RGD/@@download/ENCFF859RGD.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF903DSH	tsv	gene quantifications	ENCSR000AAE	RNA-seq	CL:0002598	bronchial smooth muscle cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF751HRD, ENCFF940AZB	9975478	ENCODE Processing Pipeline	3f68ae67dfc8c1f299a8556fb77a392b		https://www.encodeproject.org/files/ENCFF903DSH/@@download/ENCFF903DSH.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
ENCFF121YGG	tsv	gene quantifications	ENCSR000AAH	RNA-seq	CL:0002098	regular cardiac myocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF230OOL, ENCFF826ONU	9575716	ENCODE Processing Pipeline	3528902fe349d49ce17d5045f7a4d0e5		https://www.encodeproject.org/files/ENCFF121YGG/@@download/ENCFF121YGG.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF137ADN	tsv	gene quantifications	ENCSR000AAH	RNA-seq	CL:0002098	regular cardiac myocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2							ENCFF028NOJ, ENCFF826ONU	9575896	ENCODE Processing Pipeline	ad56be32a271992738fd21608299f0fa		https://www.encodeproject.org/files/ENCFF137ADN/@@download/ENCFF137ADN.tsv	hg19			released			missing RIN, inconsistent assay_term_name		
ENCFF222KUJ	tsv	gene quantifications	ENCSR000AAH	RNA-seq	CL:0002098	regular cardiac myocyte	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1							ENCFF290BBH, ENCFF940AZB	9941199	ENCODE Processing Pipeline	45ad46d488d4f10fd980ac5a93065669		https://www.encodeproject.org/files/ENCFF222KUJ/@@download/ENCFF222KUJ.tsv	GRCh38			released			missing RIN, inconsistent assay_term_name		
